user_id,signup_ts,acquisition_channel,country
89,2024-06-04 13:22:40,paid_search,US
90,2024-04-06 21:42:48,email,CA
91,2024-06-13 04:24:52,paid_social,UK
92,2024-01-15 07:42:11,paid_search,UK
93,2024-04-10 18:14:20,paid_social,US
94,2024-05-19 22:23:31,email,UK
95,2024-02-21 09:23:09,paid_search,AU
96,2024-01-21 14:51:10,paid_social,IN
97,2024-03-15 14:16:04,email,CA
98,2024-03-31 15:30:58,referral,UK
99,2024-02-16 17:52:36,paid_search,AU
100,2024-06-12 15:57:50,referral,UK
101,2024-05-28 07:49:49,referral,UK
102,2024-03-11 23:50:57,paid_search,IN
103,2024-05-17 14:58:00,email,UK
104,2024-06-03 17:08:47,organic,AU
105,2024-06-12 08:07:22,referral,IN
106,2024-01-30 09:43:14,referral,IN
107,2024-02-13 15:57:22,paid_social,UK
108,2024-04-23 22:49:42,paid_search,IN
109,2024-01-08 01:21:21,referral,CA
110,2024-06-02 13:14:39,paid_social,AU
111,2024-06-30 17:15:44,paid_search,US
112,2024-02-01 00:20:03,referral,AU
113,2024-04-11 00:58:02,referral,US
114,2024-03-13 17:06:51,referral,CA
115,2024-03-23 08:34:47,email,CA
116,2024-03-27 16:33:58,email,US
117,2024-04-24 21:22:07,paid_search,CA
118,2024-03-21 20:12:48,referral,IN
119,2024-06-28 01:53:06,referral,UK
120,2024-05-16 15:47:57,paid_search,CA
121,2024-03-22 02:03:17,paid_social,IN
122,2024-05-04 14:30:46,referral,CA
123,2024-04-29 17:11:18,referral,CA
124,2024-04-14 00:43:13,paid_social,US
125,2024-01-16 08:15:22,paid_social,CA
126,2024-01-10 00:59:40,organic,UK
127,2024-06-29 08:52:15,organic,UK
128,2024-03-04 09:01:31,organic,UK
129,2024-03-02 11:49:39,paid_social,US
130,2024-03-28 03:45:47,email,AU
131,2024-04-25 21:52:12,email,UK
132,2024-05-20 18:01:01,email,IN
133,2024-03-04 23:46:32,referral,UK
134,2024-01-14 10:18:09,referral,CA
135,2024-01-22 05:41:54,paid_search,UK
136,2024-03-07 23:39:52,organic,CA
137,2024-03-26 02:00:04,referral,UK
138,2024-03-23 19:01:31,referral,IN
139,2024-04-05 01:09:38,email,UK
140,2024-03-23 03:30:13,paid_search,CA
141,2024-01-17 01:16:22,email,US
142,2024-04-21 05:02:27,organic,UK
143,2024-04-28 12:01:34,referral,IN
144,2024-03-03 20:20:06,paid_social,UK
145,2024-06-19 21:40:48,organic,CA
146,2024-03-06 14:03:11,email,AU
147,2024-02-02 03:24:10,organic,CA
148,2024-05-11 11:41:15,paid_search,US
149,2024-02-18 02:46:05,paid_social,US
150,2024-04-25 07:54:48,organic,AU
151,2024-01-03 16:16:55,paid_social,IN
152,2024-03-23 06:00:13,referral,US
153,2024-03-01 05:29:40,referral,IN
154,2024-05-07 18:44:46,paid_search,US
155,2024-05-10 21:37:44,organic,IN
156,2024-01-30 03:26:42,paid_search,US
157,2024-01-24 04:26:55,email,US
158,2024-03-01 07:57:23,paid_social,US
159,2024-02-29 00:19:12,email,IN
160,2024-01-01 06:48:48,referral,UK
161,2024-06-23 05:39:45,email,CA
162,2024-03-04 08:26:33,paid_social,CA
163,2024-03-19 22:29:08,organic,AU
164,2024-03-10 01:52:53,referral,AU
165,2024-06-10 01:04:47,paid_social,US
166,2024-05-05 16:32:09,paid_social,CA
167,2024-03-16 09:59:16,paid_social,IN
168,2024-02-15 04:45:00,paid_search,US
169,2024-06-11 11:17:23,referral,AU
170,2024-02-04 11:01:22,paid_social,US
171,2024-03-06 08:29:17,paid_social,UK
172,2024-04-19 03:00:14,email,UK
173,2024-03-27 17:26:46,organic,UK
174,2024-02-02 07:11:35,referral,CA
175,2024-03-02 21:19:42,paid_social,US
176,2024-03-25 07:31:13,paid_search,US
177,2024-04-05 07:59:05,paid_search,US
178,2024-05-01 09:08:05,email,CA
179,2024-01-16 21:50:59,referral,US
180,2024-06-07 22:02:41,email,CA
181,2024-03-25 13:04:46,paid_search,IN
182,2024-04-11 11:18:55,referral,US
183,2024-01-20 14:38:58,paid_social,AU
184,2024-01-04 22:17:31,paid_social,UK
185,2024-05-23 21:03:10,referral,AU
186,2024-05-31 13:28:12,email,AU
187,2024-04-08 02:03:34,referral,US
188,2024-02-20 05:26:33,organic,UK
189,2024-01-02 15:26:37,paid_search,UK
190,2024-05-04 09:23:16,paid_social,UK
191,2024-04-02 09:05:12,paid_social,AU
192,2024-05-28 03:27:23,paid_search,UK
193,2024-01-23 20:54:05,referral,US
194,2024-03-01 20:36:55,organic,US
195,2024-01-08 07:48:45,email,IN
196,2024-02-18 07:35:59,paid_search,UK
197,2024-04-11 00:43:11,email,AU
198,2024-02-19 16:03:50,email,AU
199,2024-01-27 15:13:42,referral,US
200,2024-05-13 15:15:45,referral,UK
201,2024-06-11 04:27:50,email,CA
202,2024-01-20 16:02:52,paid_social,IN
203,2024-03-04 19:40:13,paid_social,CA
204,2024-04-28 17:08:12,organic,IN
205,2024-05-16 00:56:25,email,US
206,2024-03-27 19:29:18,paid_social,US
207,2024-05-19 03:52:07,paid_social,CA
208,2024-06-04 07:51:48,paid_social,AU
209,2024-04-07 21:43:51,paid_search,CA
210,2024-05-28 00:55:24,paid_search,UK
211,2024-04-17 11:52:37,paid_search,IN
212,2024-03-23 00:27:47,organic,AU
213,2024-02-08 19:36:46,paid_social,IN
214,2024-01-11 10:44:11,organic,UK
215,2024-02-19 12:27:41,organic,UK
216,2024-03-05 06:52:54,paid_social,UK
217,2024-01-05 19:08:13,email,UK
218,2024-01-15 00:06:21,paid_search,US
219,2024-01-15 02:17:28,paid_social,AU
220,2024-06-03 17:13:09,email,UK
221,2024-06-14 08:05:09,email,IN
222,2024-04-16 17:37:21,organic,UK
223,2024-03-04 18:12:13,email,UK
224,2024-02-04 03:08:53,email,US
225,2024-05-29 08:43:58,email,IN
226,2024-05-27 00:50:09,email,IN
227,2024-03-10 16:06:30,organic,IN
228,2024-03-29 06:47:31,organic,US
229,2024-06-11 02:47:12,paid_social,AU
230,2024-01-27 23:38:21,referral,IN
231,2024-06-07 15:17:11,organic,IN
232,2024-04-10 07:43:12,referral,AU
233,2024-02-14 15:00:35,referral,CA
234,2024-04-07 22:29:08,referral,IN
235,2024-06-24 03:33:13,email,AU
236,2024-01-23 21:07:15,email,US
237,2024-05-15 19:01:39,paid_search,US
238,2024-02-25 15:02:36,email,US
239,2024-03-08 14:14:29,paid_social,UK
240,2024-05-30 14:33:08,referral,CA
241,2024-04-02 12:54:33,paid_social,UK
242,2024-06-13 16:00:56,referral,UK
243,2024-05-15 14:03:19,email,CA
244,2024-04-20 22:57:44,paid_search,AU
245,2024-06-15 06:41:16,referral,IN
246,2024-06-29 22:42:37,paid_social,UK
247,2024-01-29 03:02:31,paid_search,UK
248,2024-01-19 13:18:45,organic,CA
249,2024-01-17 03:58:43,organic,UK
250,2024-01-25 13:07:16,paid_search,AU
251,2024-03-04 03:32:52,referral,CA
252,2024-03-26 19:13:05,paid_social,UK
253,2024-04-25 22:14:20,paid_search,US
254,2024-02-16 12:26:20,email,AU
255,2024-01-05 07:08:14,paid_search,US
256,2024-01-07 03:54:20,paid_social,US
257,2024-02-05 06:20:05,paid_search,UK
258,2024-03-27 00:20:51,paid_search,US
259,2024-02-08 14:07:09,paid_social,US
260,2024-04-23 12:53:05,organic,CA
261,2024-04-25 18:33:02,paid_search,UK
262,2024-06-02 16:30:00,organic,IN
263,2024-01-27 03:53:50,paid_social,US
264,2024-05-22 11:05:34,paid_search,US
265,2024-02-09 05:45:23,organic,CA
266,2024-05-07 18:08:07,referral,AU
267,2024-01-03 12:59:08,paid_search,CA
268,2024-02-06 18:56:58,paid_search,AU
269,2024-04-26 11:48:35,referral,UK
270,2024-06-21 21:12:47,paid_social,US
271,2024-04-09 06:41:52,email,AU
272,2024-04-23 01:02:32,paid_search,IN
273,2024-01-19 12:25:43,email,UK
274,2024-03-17 06:57:57,referral,AU
275,2024-05-30 06:17:11,paid_search,IN
276,2024-02-02 20:47:12,paid_social,AU
277,2024-05-21 17:41:25,paid_search,US
278,2024-04-25 22:43:03,email,US
279,2024-02-29 05:03:54,paid_social,CA
280,2024-03-23 19:28:15,paid_social,AU
281,2024-04-19 16:21:54,paid_search,UK
282,2024-04-25 19:14:32,paid_search,IN
283,2024-01-03 21:58:17,paid_social,CA
284,2024-01-09 05:40:20,paid_search,AU
285,2024-01-05 20:05:55,paid_search,CA
286,2024-03-14 12:46:13,email,CA
287,2024-02-04 17:34:46,organic,CA
288,2024-04-05 19:43:19,paid_search,IN
289,2024-06-11 17:25:49,email,UK
290,2024-02-01 07:52:35,paid_social,AU
291,2024-04-28 20:22:37,organic,US
292,2024-04-06 09:22:38,email,CA
293,2024-05-23 04:51:06,paid_search,AU
294,2024-05-28 22:37:51,organic,US
295,2024-04-03 11:55:54,paid_search,CA
296,2024-02-24 11:02:18,organic,UK
297,2024-06-24 17:23:58,email,IN
298,2024-02-09 20:14:28,organic,CA
299,2024-02-22 22:39:38,paid_search,IN
300,2024-02-10 02:43:13,email,UK
301,2024-05-16 20:02:08,email,AU
302,2024-06-20 08:18:00,paid_social,CA
303,2024-02-24 19:24:52,paid_social,AU
304,2024-02-15 20:33:32,paid_search,US
305,2024-02-04 05:01:49,paid_social,CA
306,2024-04-29 12:46:27,email,CA
307,2024-06-30 21:13:43,referral,UK
308,2024-05-01 09:42:35,paid_social,CA
309,2024-03-21 18:01:36,referral,AU
310,2024-05-14 01:57:01,organic,IN
311,2024-06-24 11:00:45,paid_social,AU
312,2024-04-21 05:43:15,organic,UK
313,2024-05-07 23:53:16,referral,UK
314,2024-03-21 04:28:35,referral,IN
315,2024-01-19 21:45:02,email,UK
316,2024-05-13 02:39:34,referral,UK
317,2024-06-28 04:04:19,paid_social,CA
318,2024-02-08 23:11:09,email,CA
319,2024-04-10 01:51:31,referral,CA
320,2024-05-05 15:35:07,organic,UK
321,2024-02-04 07:06:03,email,US
322,2024-02-11 02:29:30,email,CA
323,2024-03-23 18:17:21,paid_social,CA
324,2024-04-25 03:58:39,paid_search,UK
325,2024-03-26 04:18:33,paid_search,AU
326,2024-05-17 05:39:10,email,UK
327,2024-04-14 19:17:26,email,IN
328,2024-01-20 01:00:43,paid_search,CA
329,2024-02-09 06:22:15,paid_social,IN
330,2024-02-24 05:01:50,organic,CA
331,2024-05-29 05:57:55,email,US
332,2024-05-25 02:36:30,email,US
333,2024-04-15 07:55:50,email,IN
334,2024-02-16 08:06:32,email,US
335,2024-06-20 11:41:08,organic,IN
336,2024-05-15 08:38:17,paid_search,CA
337,2024-01-13 05:21:57,organic,IN
338,2024-02-25 22:51:32,organic,IN
339,2024-01-25 13:24:33,referral,UK
340,2024-02-01 13:45:35,email,UK
341,2024-06-29 03:54:50,paid_social,IN
342,2024-04-23 06:59:15,email,IN
343,2024-03-17 14:08:50,paid_search,CA
344,2024-03-21 10:16:58,paid_search,AU
345,2024-04-24 16:45:47,referral,US
346,2024-02-13 14:20:24,organic,US
347,2024-01-13 22:57:36,email,UK
348,2024-01-15 22:02:17,email,IN
349,2024-05-13 00:10:41,paid_social,UK
350,2024-01-03 12:06:26,paid_search,AU
351,2024-05-16 08:47:29,organic,CA
352,2024-03-01 12:02:15,paid_social,IN
353,2024-04-01 02:04:55,organic,UK
354,2024-05-31 22:06:44,organic,AU
355,2024-04-12 16:34:01,paid_search,IN
356,2024-04-02 04:20:04,paid_social,AU
357,2024-03-15 17:12:35,paid_social,CA
358,2024-04-25 12:43:06,referral,US
359,2024-01-21 23:29:14,organic,UK
360,2024-05-29 01:08:43,referral,CA
361,2024-01-24 03:12:18,referral,CA
362,2024-04-01 05:30:44,referral,AU
363,2024-03-20 23:43:51,paid_social,US
364,2024-01-23 05:28:29,paid_social,IN
365,2024-01-20 10:17:52,paid_search,UK
366,2024-02-23 01:58:22,organic,AU
367,2024-04-10 05:46:43,paid_search,AU
368,2024-05-21 02:16:17,organic,AU
369,2024-05-05 10:46:37,paid_search,UK
370,2024-02-23 22:30:40,email,IN
371,2024-04-22 16:57:07,email,UK
372,2024-03-01 20:35:52,paid_social,AU
373,2024-06-24 18:40:29,email,US
374,2024-06-19 18:36:51,referral,US
375,2024-06-28 21:47:23,paid_social,CA
376,2024-05-04 13:00:49,paid_search,CA
377,2024-06-13 11:07:18,email,CA
378,2024-02-08 11:59:14,paid_social,IN
379,2024-06-06 22:46:35,paid_social,UK
380,2024-03-12 18:38:12,email,CA
381,2024-03-18 04:44:21,paid_search,CA
382,2024-02-20 13:02:49,paid_search,AU
383,2024-06-19 06:49:11,paid_social,AU
384,2024-01-22 20:14:43,paid_search,US
385,2024-05-25 14:57:29,email,UK
386,2024-03-04 23:14:26,organic,AU
387,2024-06-17 01:35:40,referral,US
388,2024-03-10 17:16:03,organic,UK
389,2024-05-18 13:46:56,paid_search,CA
390,2024-02-27 09:02:39,email,US
391,2024-05-19 20:53:16,email,UK
392,2024-05-27 01:31:36,referral,AU
393,2024-05-24 12:26:29,email,CA
394,2024-04-14 13:58:35,paid_search,US
395,2024-03-17 01:36:35,organic,UK
396,2024-05-23 03:02:02,email,AU
397,2024-05-20 16:56:48,email,CA
398,2024-01-26 11:14:35,paid_social,CA
399,2024-03-06 13:57:28,referral,US
400,2024-05-29 09:32:32,organic,AU
401,2024-06-12 10:07:34,organic,US
402,2024-03-26 06:23:37,referral,US
403,2024-04-10 05:27:28,paid_social,US
404,2024-02-01 21:48:30,referral,US
405,2024-01-12 05:24:47,email,UK
406,2024-05-31 18:20:52,referral,IN
407,2024-04-15 00:15:54,paid_social,IN
408,2024-03-28 23:49:07,paid_social,IN
409,2024-02-07 09:22:21,paid_social,CA
410,2024-03-19 04:58:05,email,AU
411,2024-04-04 03:09:57,referral,IN
412,2024-01-14 02:52:24,organic,CA
413,2024-03-04 03:37:03,organic,AU
414,2024-01-17 12:50:14,paid_search,AU
415,2024-06-30 08:03:02,organic,UK
416,2024-01-30 22:45:05,paid_social,CA
417,2024-01-20 04:10:53,paid_social,IN
418,2024-03-20 01:06:49,organic,CA
419,2024-04-14 09:05:51,referral,AU
420,2024-04-03 15:09:03,paid_social,AU
421,2024-02-17 18:06:31,paid_social,UK
422,2024-06-22 07:41:16,referral,US
423,2024-03-11 11:41:55,organic,UK
424,2024-02-07 06:05:34,organic,AU
425,2024-06-05 20:01:42,organic,IN
426,2024-01-06 09:53:47,referral,CA
427,2024-03-14 06:47:19,paid_social,US
428,2024-01-20 18:33:03,organic,AU
429,2024-03-06 22:43:38,organic,CA
430,2024-01-29 14:58:33,referral,UK
431,2024-05-04 09:12:06,paid_search,US
432,2024-03-06 04:17:28,email,UK
433,2024-02-16 09:54:34,referral,UK
434,2024-06-26 05:31:52,paid_social,US
435,2024-01-20 15:34:50,organic,IN
436,2024-02-17 11:41:02,organic,AU
437,2024-05-05 06:15:04,email,UK
438,2024-04-20 22:46:44,paid_search,UK
439,2024-04-07 10:23:38,email,AU
440,2024-03-08 07:25:25,referral,CA
441,2024-03-07 03:35:19,organic,UK
442,2024-05-28 03:05:57,email,UK
443,2024-04-27 03:52:46,referral,US
444,2024-03-20 18:45:07,referral,IN
445,2024-03-01 03:34:23,referral,CA
446,2024-06-27 10:21:54,referral,UK
447,2024-06-24 04:43:06,paid_search,CA
448,2024-05-25 09:04:59,referral,CA
449,2024-06-12 09:57:56,paid_search,IN
450,2024-03-27 05:07:40,organic,AU
451,2024-03-13 17:58:15,paid_search,IN
452,2024-01-13 06:24:01,paid_search,US
453,2024-01-13 19:39:29,paid_social,AU
454,2024-01-20 18:29:08,email,AU
455,2024-03-28 04:04:46,referral,AU
456,2024-01-27 01:43:46,paid_social,UK
457,2024-02-05 15:23:02,referral,US
458,2024-02-28 20:33:06,paid_social,AU
459,2024-03-05 16:59:01,paid_search,CA
460,2024-03-17 15:12:03,paid_social,CA
461,2024-05-03 07:13:12,paid_social,US
462,2024-01-29 14:46:54,paid_social,IN
463,2024-03-15 15:11:24,referral,AU
464,2024-01-01 07:21:24,organic,US
465,2024-05-01 06:00:53,organic,IN
466,2024-01-09 03:04:43,organic,IN
467,2024-03-10 03:12:59,paid_social,US
468,2024-05-13 05:51:12,referral,AU
469,2024-06-17 21:50:07,email,AU
470,2024-01-23 11:06:05,referral,AU
471,2024-05-28 19:15:28,paid_social,IN
472,2024-01-22 15:04:48,organic,UK
473,2024-04-07 01:23:20,referral,IN
474,2024-05-17 04:37:56,email,CA
475,2024-04-16 09:35:56,referral,UK
476,2024-01-02 18:33:38,paid_social,AU
477,2024-05-06 18:15:15,referral,US
478,2024-01-04 20:01:29,referral,AU
479,2024-06-02 09:58:56,organic,IN
480,2024-01-18 01:16:30,email,UK
481,2024-05-07 19:14:41,organic,IN
482,2024-03-27 09:28:43,paid_search,AU
483,2024-01-14 16:49:27,paid_social,IN
484,2024-03-11 10:51:40,paid_social,UK
485,2024-06-19 00:10:52,paid_social,AU
486,2024-02-24 18:11:59,email,UK
487,2024-06-20 06:30:59,referral,CA
488,2024-05-17 05:51:54,referral,IN
489,2024-06-13 03:07:48,organic,US
490,2024-05-16 10:18:52,email,UK
491,2024-02-12 05:27:06,paid_social,AU
492,2024-03-20 18:05:22,organic,CA
493,2024-02-22 07:52:32,organic,CA
494,2024-03-05 07:34:00,organic,IN
495,2024-05-29 00:16:23,paid_search,US
496,2024-06-16 19:18:33,paid_social,IN
497,2024-04-24 19:10:26,paid_search,IN
498,2024-04-11 22:32:34,paid_social,IN
499,2024-02-11 03:53:13,paid_social,CA
500,2024-04-26 20:45:17,organic,US
501,2024-01-30 20:09:54,organic,IN
502,2024-01-26 00:52:37,paid_social,US
503,2024-02-22 03:22:08,email,US
504,2024-01-11 00:06:01,paid_search,IN
505,2024-03-12 16:10:40,paid_social,US
506,2024-06-05 20:18:30,referral,IN
507,2024-05-21 15:37:23,paid_search,UK
508,2024-01-27 15:49:25,organic,AU
509,2024-06-14 13:57:51,organic,IN
510,2024-01-29 14:49:27,paid_social,UK
511,2024-01-21 04:18:51,paid_social,CA
512,2024-02-24 01:47:34,paid_search,US
513,2024-04-16 16:06:23,referral,AU
514,2024-06-11 04:33:28,email,CA
515,2024-03-23 11:17:10,paid_social,US
516,2024-01-03 02:38:47,referral,CA
517,2024-03-31 23:04:13,referral,UK
518,2024-02-16 16:02:34,paid_social,US
519,2024-04-07 18:50:43,organic,AU
520,2024-06-14 10:44:02,organic,UK
521,2024-05-07 00:53:12,paid_search,IN
522,2024-04-06 14:37:27,organic,US
523,2024-05-28 04:31:11,referral,IN
524,2024-05-05 00:38:12,organic,IN
525,2024-05-09 22:28:03,organic,UK
526,2024-04-15 20:15:45,paid_search,CA
527,2024-02-20 09:06:42,paid_search,US
528,2024-04-25 22:49:16,paid_search,US
529,2024-01-01 17:08:07,referral,IN
530,2024-03-30 02:16:22,referral,UK
531,2024-05-25 23:18:02,email,AU
532,2024-06-24 06:45:40,referral,IN
533,2024-02-03 17:34:52,referral,UK
534,2024-05-02 02:51:32,email,IN
535,2024-02-23 09:25:44,organic,IN
536,2024-02-04 21:57:31,paid_social,US
537,2024-05-21 07:31:56,paid_search,UK
538,2024-01-20 23:31:24,email,AU
539,2024-02-22 18:05:32,paid_social,AU
540,2024-03-13 05:28:45,paid_search,UK
541,2024-02-11 12:15:06,referral,AU
542,2024-06-20 12:45:23,organic,AU
543,2024-01-14 11:40:46,referral,US
544,2024-06-06 17:30:30,paid_social,AU
545,2024-06-21 09:26:25,referral,CA
546,2024-03-31 21:44:20,referral,IN
547,2024-04-09 19:04:29,paid_social,UK
548,2024-04-13 02:06:19,referral,UK
549,2024-04-08 15:06:38,paid_social,US
550,2024-01-22 13:41:00,paid_search,US
551,2024-05-15 19:57:48,referral,CA
552,2024-02-03 05:03:12,paid_search,UK
553,2024-04-02 00:12:30,email,US
554,2024-04-11 23:55:54,email,IN
555,2024-04-15 23:12:59,paid_social,CA
556,2024-01-05 00:35:46,paid_search,CA
557,2024-02-23 15:24:17,paid_social,IN
558,2024-02-01 13:48:09,paid_social,CA
559,2024-02-12 04:48:33,paid_social,AU
560,2024-06-01 11:35:31,email,AU
561,2024-02-08 04:48:58,referral,AU
562,2024-02-03 15:38:44,email,CA
563,2024-03-20 15:56:37,referral,US
564,2024-03-17 05:55:30,paid_search,CA
565,2024-03-05 08:00:19,organic,US
566,2024-06-08 06:44:23,paid_search,AU
567,2024-05-09 15:42:21,paid_social,CA
568,2024-05-18 20:59:28,paid_search,UK
569,2024-03-19 09:43:21,organic,US
570,2024-06-28 08:03:32,paid_search,UK
571,2024-01-14 23:22:54,paid_social,IN
572,2024-04-18 11:43:05,paid_search,US
573,2024-01-14 04:40:59,paid_search,UK
574,2024-03-05 00:05:24,organic,IN
575,2024-05-28 15:50:04,organic,UK
576,2024-05-31 18:14:56,paid_search,US
577,2024-03-14 16:04:40,organic,AU
578,2024-01-23 10:39:24,referral,US
579,2024-06-05 20:19:05,email,AU
580,2024-02-24 20:59:33,organic,UK
581,2024-01-11 11:38:48,paid_social,CA
582,2024-06-02 00:04:00,paid_search,US
583,2024-06-25 17:09:32,email,UK
584,2024-02-20 12:09:25,paid_search,CA
585,2024-06-12 22:50:28,email,IN
586,2024-04-17 01:56:00,paid_social,US
587,2024-02-15 04:19:56,organic,US
588,2024-03-10 23:03:31,paid_social,CA
589,2024-01-07 07:55:29,paid_search,CA
590,2024-04-21 13:04:51,email,CA
591,2024-04-27 12:31:22,paid_search,CA
592,2024-01-23 21:45:07,organic,CA
593,2024-01-15 04:16:23,paid_search,AU
594,2024-04-02 15:28:31,paid_search,IN
595,2024-02-24 05:37:49,organic,IN
596,2024-04-21 16:20:11,email,UK
597,2024-05-09 09:48:20,paid_social,IN
598,2024-02-24 17:27:28,email,CA
599,2024-05-21 05:45:02,organic,UK
600,2024-02-17 18:02:27,paid_search,AU
601,2024-01-26 14:11:41,paid_search,US
602,2024-02-10 11:53:57,paid_search,US
603,2024-06-23 03:28:35,paid_social,CA
604,2024-06-16 18:34:29,referral,AU
605,2024-04-14 02:00:07,paid_search,US
606,2024-03-05 17:14:06,paid_social,AU
607,2024-06-02 15:55:40,referral,US
608,2024-01-15 20:38:31,organic,AU
609,2024-01-19 13:19:34,email,CA
610,2024-05-21 06:39:48,referral,UK
611,2024-01-17 06:57:00,paid_search,CA
612,2024-06-15 17:36:45,organic,US
613,2024-04-29 10:34:33,paid_social,AU
614,2024-05-25 00:10:24,paid_search,IN
615,2024-01-02 02:06:33,paid_social,IN
616,2024-05-08 00:52:32,paid_search,US
617,2024-04-24 01:05:45,referral,UK
618,2024-02-16 18:04:58,email,CA
619,2024-04-18 08:01:34,referral,UK
620,2024-03-08 04:26:15,referral,IN
621,2024-03-18 08:11:04,organic,UK
622,2024-01-13 02:27:27,paid_social,US
623,2024-04-10 06:19:15,organic,CA
624,2024-02-05 10:30:58,organic,IN
625,2024-03-21 09:17:58,paid_search,IN
626,2024-05-04 15:07:31,email,CA
627,2024-03-08 08:46:17,paid_social,IN
628,2024-03-03 14:21:45,organic,UK
629,2024-04-29 17:37:18,referral,AU
630,2024-01-11 10:43:35,organic,UK
631,2024-05-20 14:42:39,paid_search,IN
632,2024-05-15 16:32:58,paid_search,CA
633,2024-04-23 20:57:25,organic,IN
634,2024-06-26 14:16:46,organic,IN
635,2024-03-08 05:48:49,organic,CA
636,2024-05-10 03:20:05,referral,CA
637,2024-04-13 05:57:20,referral,US
638,2024-03-29 08:24:14,referral,US
639,2024-01-04 09:38:39,referral,UK
640,2024-05-03 20:25:51,organic,CA
641,2024-04-20 20:33:50,paid_social,UK
642,2024-06-02 10:52:12,paid_social,US
643,2024-03-16 13:03:19,referral,AU
644,2024-02-19 15:36:49,referral,US
645,2024-01-24 23:31:25,organic,CA
646,2024-04-26 08:42:02,paid_social,UK
647,2024-05-06 19:41:10,referral,CA
648,2024-01-05 10:24:44,paid_social,AU
649,2024-06-20 13:27:59,referral,AU
650,2024-03-03 16:00:13,paid_search,UK
651,2024-05-12 18:08:17,email,CA
