user_id,experiment_name,variant,assigned_ts
321,checkout_redesign,variant,2024-02-04 07:06:03
322,checkout_redesign,control,2024-02-11 02:29:30
323,checkout_redesign,variant,2024-03-23 18:17:21
324,checkout_redesign,control,2024-04-25 03:58:39
325,checkout_redesign,control,2024-03-26 04:18:33
326,checkout_redesign,variant,2024-05-17 05:39:10
327,checkout_redesign,variant,2024-04-14 19:17:26
328,checkout_redesign,control,2024-01-20 01:00:43
329,checkout_redesign,control,2024-02-09 06:22:15
330,checkout_redesign,control,2024-02-24 05:01:50
331,checkout_redesign,variant,2024-05-29 05:57:55
332,checkout_redesign,variant,2024-05-25 02:36:30
333,checkout_redesign,control,2024-04-15 07:55:50
334,checkout_redesign,variant,2024-02-16 08:06:32
335,checkout_redesign,variant,2024-06-20 11:41:08
336,checkout_redesign,control,2024-05-15 08:38:17
337,checkout_redesign,variant,2024-01-13 05:21:57
338,checkout_redesign,variant,2024-02-25 22:51:32
339,checkout_redesign,variant,2024-01-25 13:24:33
340,checkout_redesign,control,2024-02-01 13:45:35
341,checkout_redesign,control,2024-06-29 03:54:50
342,checkout_redesign,variant,2024-04-23 06:59:15
343,checkout_redesign,variant,2024-03-17 14:08:50
344,checkout_redesign,control,2024-03-21 10:16:58
345,checkout_redesign,control,2024-04-24 16:45:47
346,checkout_redesign,control,2024-02-13 14:20:24
347,checkout_redesign,variant,2024-01-13 22:57:36
348,checkout_redesign,control,2024-01-15 22:02:17
349,checkout_redesign,variant,2024-05-13 00:10:41
350,checkout_redesign,variant,2024-01-03 12:06:26
351,checkout_redesign,variant,2024-05-16 08:47:29
352,checkout_redesign,variant,2024-03-01 12:02:15
353,checkout_redesign,control,2024-04-01 02:04:55
354,checkout_redesign,control,2024-05-31 22:06:44
355,checkout_redesign,variant,2024-04-12 16:34:01
356,checkout_redesign,control,2024-04-02 04:20:04
357,checkout_redesign,variant,2024-03-15 17:12:35
358,checkout_redesign,control,2024-04-25 12:43:06
359,checkout_redesign,variant,2024-01-21 23:29:14
360,checkout_redesign,control,2024-05-29 01:08:43
361,checkout_redesign,variant,2024-01-24 03:12:18
362,checkout_redesign,control,2024-04-01 05:30:44
363,checkout_redesign,control,2024-03-20 23:43:51
364,checkout_redesign,control,2024-01-23 05:28:29
365,checkout_redesign,variant,2024-01-20 10:17:52
366,checkout_redesign,variant,2024-02-23 01:58:22
367,checkout_redesign,variant,2024-04-10 05:46:43
368,checkout_redesign,control,2024-05-21 02:16:17
369,checkout_redesign,control,2024-05-05 10:46:37
370,checkout_redesign,control,2024-02-23 22:30:40
371,checkout_redesign,variant,2024-04-22 16:57:07
372,checkout_redesign,variant,2024-03-01 20:35:52
373,checkout_redesign,control,2024-06-24 18:40:29
374,checkout_redesign,variant,2024-06-19 18:36:51
375,checkout_redesign,control,2024-06-28 21:47:23
376,checkout_redesign,control,2024-05-04 13:00:49
377,checkout_redesign,variant,2024-06-13 11:07:18
378,checkout_redesign,control,2024-02-08 11:59:14
379,checkout_redesign,variant,2024-06-06 22:46:35
380,checkout_redesign,control,2024-03-12 18:38:12
381,checkout_redesign,variant,2024-03-18 04:44:21
382,checkout_redesign,variant,2024-02-20 13:02:49
383,checkout_redesign,variant,2024-06-19 06:49:11
384,checkout_redesign,variant,2024-01-22 20:14:43
385,checkout_redesign,control,2024-05-25 14:57:29
386,checkout_redesign,variant,2024-03-04 23:14:26
387,checkout_redesign,control,2024-06-17 01:35:40
388,checkout_redesign,control,2024-03-10 17:16:03
389,checkout_redesign,control,2024-05-18 13:46:56
390,checkout_redesign,control,2024-02-27 09:02:39
391,checkout_redesign,variant,2024-05-19 20:53:16
392,checkout_redesign,variant,2024-05-27 01:31:36
393,checkout_redesign,variant,2024-05-24 12:26:29
394,checkout_redesign,variant,2024-04-14 13:58:35
395,checkout_redesign,control,2024-03-17 01:36:35
396,checkout_redesign,variant,2024-05-23 03:02:02
397,checkout_redesign,control,2024-05-20 16:56:48
398,checkout_redesign,variant,2024-01-26 11:14:35
399,checkout_redesign,control,2024-03-06 13:57:28
400,checkout_redesign,variant,2024-05-29 09:32:32
401,checkout_redesign,control,2024-06-12 10:07:34
402,checkout_redesign,control,2024-03-26 06:23:37
403,checkout_redesign,variant,2024-04-10 05:27:28
404,checkout_redesign,variant,2024-02-01 21:48:30
405,checkout_redesign,variant,2024-01-12 05:24:47
406,checkout_redesign,variant,2024-05-31 18:20:52
407,checkout_redesign,control,2024-04-15 00:15:54
408,checkout_redesign,control,2024-03-28 23:49:07
409,checkout_redesign,control,2024-02-07 09:22:21
410,checkout_redesign,variant,2024-03-19 04:58:05
411,checkout_redesign,control,2024-04-04 03:09:57
412,checkout_redesign,variant,2024-01-14 02:52:24
413,checkout_redesign,variant,2024-03-04 03:37:03
414,checkout_redesign,control,2024-01-17 12:50:14
415,checkout_redesign,variant,2024-06-30 08:03:02
416,checkout_redesign,control,2024-01-30 22:45:05
417,checkout_redesign,variant,2024-01-20 04:10:53
418,checkout_redesign,control,2024-03-20 01:06:49
419,checkout_redesign,variant,2024-04-14 09:05:51
420,checkout_redesign,variant,2024-04-03 15:09:03
421,checkout_redesign,control,2024-02-17 18:06:31
422,checkout_redesign,variant,2024-06-22 07:41:16
423,checkout_redesign,variant,2024-03-11 11:41:55
424,checkout_redesign,variant,2024-02-07 06:05:34
425,checkout_redesign,variant,2024-06-05 20:01:42
426,checkout_redesign,control,2024-01-06 09:53:47
427,checkout_redesign,control,2024-03-14 06:47:19
428,checkout_redesign,control,2024-01-20 18:33:03
429,checkout_redesign,variant,2024-03-06 22:43:38
430,checkout_redesign,variant,2024-01-29 14:58:33
431,checkout_redesign,variant,2024-05-04 09:12:06
432,checkout_redesign,variant,2024-03-06 04:17:28
433,checkout_redesign,variant,2024-02-16 09:54:34
434,checkout_redesign,control,2024-06-26 05:31:52
435,checkout_redesign,variant,2024-01-20 15:34:50
436,checkout_redesign,control,2024-02-17 11:41:02
437,checkout_redesign,variant,2024-05-05 06:15:04
438,checkout_redesign,variant,2024-04-20 22:46:44
439,checkout_redesign,control,2024-04-07 10:23:38
440,checkout_redesign,control,2024-03-08 07:25:25
441,checkout_redesign,control,2024-03-07 03:35:19
442,checkout_redesign,variant,2024-05-28 03:05:57
443,checkout_redesign,control,2024-04-27 03:52:46
444,checkout_redesign,control,2024-03-20 18:45:07
445,checkout_redesign,control,2024-03-01 03:34:23
446,checkout_redesign,variant,2024-06-27 10:21:54
447,checkout_redesign,variant,2024-06-24 04:43:06
448,checkout_redesign,variant,2024-05-25 09:04:59
449,checkout_redesign,control,2024-06-12 09:57:56
450,checkout_redesign,control,2024-03-27 05:07:40
451,checkout_redesign,control,2024-03-13 17:58:15
452,checkout_redesign,control,2024-01-13 06:24:01
453,checkout_redesign,variant,2024-01-13 19:39:29
454,checkout_redesign,control,2024-01-20 18:29:08
455,checkout_redesign,control,2024-03-28 04:04:46
456,checkout_redesign,control,2024-01-27 01:43:46
457,checkout_redesign,control,2024-02-05 15:23:02
458,checkout_redesign,variant,2024-02-28 20:33:06
459,checkout_redesign,control,2024-03-05 16:59:01
460,checkout_redesign,variant,2024-03-17 15:12:03
461,checkout_redesign,variant,2024-05-03 07:13:12
462,checkout_redesign,control,2024-01-29 14:46:54
463,checkout_redesign,control,2024-03-15 15:11:24
464,checkout_redesign,variant,2024-01-01 07:21:24
465,checkout_redesign,control,2024-05-01 06:00:53
466,checkout_redesign,control,2024-01-09 03:04:43
467,checkout_redesign,control,2024-03-10 03:12:59
468,checkout_redesign,variant,2024-05-13 05:51:12
469,checkout_redesign,control,2024-06-17 21:50:07
470,checkout_redesign,control,2024-01-23 11:06:05
471,checkout_redesign,variant,2024-05-28 19:15:28
472,checkout_redesign,control,2024-01-22 15:04:48
473,checkout_redesign,variant,2024-04-07 01:23:20
474,checkout_redesign,control,2024-05-17 04:37:56
475,checkout_redesign,variant,2024-04-16 09:35:56
476,checkout_redesign,control,2024-01-02 18:33:38
477,checkout_redesign,variant,2024-05-06 18:15:15
478,checkout_redesign,variant,2024-01-04 20:01:29
479,checkout_redesign,control,2024-06-02 09:58:56
480,checkout_redesign,control,2024-01-18 01:16:30
481,checkout_redesign,variant,2024-05-07 19:14:41
482,checkout_redesign,variant,2024-03-27 09:28:43
483,checkout_redesign,variant,2024-01-14 16:49:27
484,checkout_redesign,control,2024-03-11 10:51:40
485,checkout_redesign,variant,2024-06-19 00:10:52
486,checkout_redesign,control,2024-02-24 18:11:59
487,checkout_redesign,control,2024-06-20 06:30:59
488,checkout_redesign,variant,2024-05-17 05:51:54
489,checkout_redesign,control,2024-06-13 03:07:48
490,checkout_redesign,control,2024-05-16 10:18:52
491,checkout_redesign,control,2024-02-12 05:27:06
492,checkout_redesign,control,2024-03-20 18:05:22
493,checkout_redesign,variant,2024-02-22 07:52:32
494,checkout_redesign,control,2024-03-05 07:34:00
495,checkout_redesign,variant,2024-05-29 00:16:23
496,checkout_redesign,variant,2024-06-16 19:18:33
497,checkout_redesign,control,2024-04-24 19:10:26
498,checkout_redesign,control,2024-04-11 22:32:34
499,checkout_redesign,variant,2024-02-11 03:53:13
500,checkout_redesign,control,2024-04-26 20:45:17
501,checkout_redesign,control,2024-01-30 20:09:54
502,checkout_redesign,control,2024-01-26 00:52:37
503,checkout_redesign,control,2024-02-22 03:22:08
504,checkout_redesign,control,2024-01-11 00:06:01
505,checkout_redesign,variant,2024-03-12 16:10:40
506,checkout_redesign,variant,2024-06-05 20:18:30
507,checkout_redesign,control,2024-05-21 15:37:23
508,checkout_redesign,control,2024-01-27 15:49:25
509,checkout_redesign,control,2024-06-14 13:57:51
510,checkout_redesign,control,2024-01-29 14:49:27
511,checkout_redesign,variant,2024-01-21 04:18:51
512,checkout_redesign,variant,2024-02-24 01:47:34
513,checkout_redesign,variant,2024-04-16 16:06:23
514,checkout_redesign,control,2024-06-11 04:33:28
515,checkout_redesign,control,2024-03-23 11:17:10
516,checkout_redesign,variant,2024-01-03 02:38:47
517,checkout_redesign,variant,2024-03-31 23:04:13
518,checkout_redesign,control,2024-02-16 16:02:34
519,checkout_redesign,control,2024-04-07 18:50:43
520,checkout_redesign,control,2024-06-14 10:44:02
521,checkout_redesign,variant,2024-05-07 00:53:12
522,checkout_redesign,control,2024-04-06 14:37:27
523,checkout_redesign,control,2024-05-28 04:31:11
524,checkout_redesign,control,2024-05-05 00:38:12
525,checkout_redesign,variant,2024-05-09 22:28:03
526,checkout_redesign,control,2024-04-15 20:15:45
527,checkout_redesign,control,2024-02-20 09:06:42
528,checkout_redesign,control,2024-04-25 22:49:16
529,checkout_redesign,variant,2024-01-01 17:08:07
530,checkout_redesign,control,2024-03-30 02:16:22
531,checkout_redesign,control,2024-05-25 23:18:02
532,checkout_redesign,control,2024-06-24 06:45:40
533,checkout_redesign,control,2024-02-03 17:34:52
534,checkout_redesign,control,2024-05-02 02:51:32
535,checkout_redesign,control,2024-02-23 09:25:44
536,checkout_redesign,control,2024-02-04 21:57:31
537,checkout_redesign,variant,2024-05-21 07:31:56
538,checkout_redesign,variant,2024-01-20 23:31:24
539,checkout_redesign,control,2024-02-22 18:05:32
540,checkout_redesign,control,2024-03-13 05:28:45
541,checkout_redesign,variant,2024-02-11 12:15:06
542,checkout_redesign,variant,2024-06-20 12:45:23
543,checkout_redesign,variant,2024-01-14 11:40:46
544,checkout_redesign,control,2024-06-06 17:30:30
545,checkout_redesign,control,2024-06-21 09:26:25
546,checkout_redesign,variant,2024-03-31 21:44:20
547,checkout_redesign,variant,2024-04-09 19:04:29
